conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c12f164-3feb-41cf-8ede-2e02a7faf12a,knowledge,sector-specific,процеси та технології виробництва взуття типу &quot;Каліфорнія&quot;,,,released,2024-02-08T17:17:12.775Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Технологія, обладнання, машини та інструменти для виробництва взуття за каліфорнійським методом.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c1e686c-92cc-4bd7-9f23-51f9d8a58886,skill/competence,occupation-specific,персоналізувати вогнепальну зброю,,,released,2025-11-26T10:15:31.299Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вносити зміни або встановлювати на вогнепальну зброю компоненти, виготовлені на замовлення відповідно до побажань конкретного клієнта.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c221b93-667d-408b-a37b-bfeb2c94dd61,skill/competence,cross-sector,використовувати спеціалізовані інструменти для ремонту електроніки,,,released,2016-12-20T20:46:39Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Використовувати різноманітні спеціалізовані інструменти, пристрої і машини, зокрема преси, дрилі та шліфувальні машини. Застосовувати їх для безпечного виконання ремонту.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c2a951c-9eb3-45a7-af45-39f3bf3a095d,knowledge,cross-sector,класифікація боргів,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Різні класифікації боргу, як-от державний і гарантований державою борг, приватні негарантовані кредити, депозити центрального банку тощо.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c350ac7-57f4-492f-a5b6-4e5d7241b771,skill/competence,occupation-specific,розносити листівки,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Доставляти листівки, флаєри та рекламні матеріали в поштові скриньки. Переконатися, що ви охопили всю призначену вам територію.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c3ab99d-a3f1-4620-9602-d12d2151a03d,skill/competence,transversal,"застосовувати знання з галузі науки, техніки та інженерії",,,released,2021-09-13T09:44:16.512Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Розвивати та застосовувати розуміння реального світу і його керівних принципів, наприклад, шляхом складання розсудливих прогнозів щодо причин і наслідків, створення тестувань таких прогнозів та проведення вимірювань за допомогою відповідних установок, інструментів й устаткування.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c48050b-c4ca-467e-a4d3-9547bf362a17,skill/competence,sector-specific,синхронізувати з рухами губ,,,released,2022-07-05T14:38:15.447Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Синхронізувати звукозапис із рухами губ актора, що виконує роль.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c526c52-4f0a-4647-8c51-c91568acebb1,skill/competence,transversal,обробляти просторову інформацію,,,released,2021-09-30T20:30:25.22Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Уміти подумки уявляти позицію та відносини тіл у тривимірних просторах, розвиваючи належне почуття пропорційності.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c5d38eb-4529-48d1-ab98-b6f6800f0a92,knowledge,sector-specific,правила складування,,,released,2023-02-22T20:18:39.005Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Сукупність законів, норм і вимог щодо безпеки, які регулюють здійснення складського господарства на певній території.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c5dae25-f511-4bdd-bbd4-572ab3e6e962,skill/competence,sector-specific,надавати поради щодо медичної документації,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Виступати як консультант для медичного персоналу, надаючи поради щодо політики ведення медичної документації.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c606d18-6404-4047-b235-350f18e11827,knowledge,cross-sector,договірне право,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Галузь правових принципів, що регулюють письмові угоди між сторонами про обмін товарами або послугами, зокрема договірні зобов’язання та розірвання.
	"
